RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          875     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
   70   76     0     0  con    0  1.0D+00  4.1D-02  1.689D-01  3.313D+01
   71   77     0     0  con    0  1.0D+00  4.2D-02  1.128D-01  3.312D+01
   72   78     0     0  con    0  1.0D+00  6.0D-02  1.218D-01  3.311D+01
   73   80     0     0  con    1  4.7D-01  4.5D-02  4.283D-01  3.310D+01
   74   81     0     0  con    0  1.0D+00  5.4D-02  1.498D-01  3.309D+01
   75   82     0     0  con    0  1.0D+00  2.5D-02  8.302D-02  3.308D+01
   76   83     0     0  con    0  1.0D+00  1.9D-02  1.011D-01  3.308D+01
   77   84     0     0  con    0  1.0D+00  2.8D-02  2.203D-01  3.308D+01
   78   85     0     0  con    0  1.0D+00  9.5D-03  8.500D-02  3.307D+01
   79   86     0     0  con    0  1.0D+00  8.0D-03  5.625D-02  3.307D+01
   80   87     0     0  con    0  1.0D+00  1.6D-02  5.655D-02  3.307D+01
   81   88     0     0  con    0  1.0D+00  2.7D-02  3.175D-01  3.307D+01
   82   89     0     0  con    0  1.0D+00  6.5D-03  7.191D-02  3.307D+01
   83   90     0     0  con    0  1.0D+00  5.0D-03  4.188D-02  3.306D+01
   84   91     0     0  con    0  1.0D+00  9.4D-03  6.163D-02  3.306D+01
   85   92     0     0  con    0  1.0D+00  1.2D-02  7.221D-02  3.306D+01
   86   94     0     0  con    1  2.7D-01  7.2D-03  1.183D-01  3.306D+01
   87   95     0     0  con    0  1.0D+00  1.1D-02  3.170D-02  3.306D+01
   88   96     0     0  con    0  1.0D+00  3.2D-03  2.143D-02  3.306D+01
   89   97     0     0  con    0  1.0D+00  8.4D-03  4.026D-02  3.306D+01
   90   98     0     0  con    0  1.0D+00  3.7D-03  3.059D-02  3.306D+01
   91   99     0     0  con    0  1.0D+00  1.6D-03  2.488D-02  3.306D+01
   92  100     0     0  con    0  1.0D+00  5.4D-03  1.715D-02  3.306D+01
   93  101     0     0  con    0  1.0D+00  4.9D-03  2.005D-02  3.306D+01
   94  102     0     0  con    0  1.0D+00  8.1D-03  2.291D-02  3.306D+01
   95  103     0     0  con    0  1.0D+00  4.9D-03  3.204D-02  3.306D+01
   96  104     0     0  con    0  1.0D+00  1.3D-03  9.071D-03  3.306D+0   16   19     0     0  con    0  1.0D+00  3.2D-01  2.865D+00  1.216D+01
   17   20     0     0  con    0  1.0D+00  5.0D-02  2.333D+00  1.177D+01
     99  108     0     0  con    1  4.8D-01  2.0D-03  2.005D-02  3.306D+01
  100  109     0     0  con    0  1.0D+00  2.7D-03  8.586D-03  3.306D+01

STOP: TOTAL NO. of ITERATIONS REACHED LIMIT                 

 Total User time 1.203E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          875     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.755D+04  1.217D+04
    1    3     1     0  ---    1  4.6D-06  3.2D-01  1.358D+04  1.043D+04
    2    4     0     0  con    0  1.0D+00  1.1D-01  1.082D+04  7.593D+03
    3    5     0     0  con    0  1.0D+00  4.1D-01  3.211D+03  2.014D+03
    4    6     0     0  con    0  1.0D+00  1.6D-01  1.901D+03  1.247D+03
    5    7     0     0  con    0  1.0D+00  2.2D-01  9.754D+02  7.131D+02
    6    8     0     0  con    0  1.0D+00  2.0D-01  6.309D+02  5.076D+02
    7    9     0     0  con    0  1.0D+00  7.5D-02  4.801D+02  4.235D+02
    8   10     0     0  con    0  1.0D+00  3.6D-01  1.878D+02  2.598D+02
    9   11     0     0  con    0  1.0D+00  4.6D-01  2.541D+02  1.953D+02
   10   12     0     0  con    0  1.0D+00  2.0D-01  6.720D+01  1.370D+02
   11   13     0     0  con    0  1.0D+00  1.8D-01  5.504D+01  1.195D+02
   12   14     0     0  con    0  1.0D+00  4.1D-01  3.445D+01  8.841D+01
   13   15     0     0  con    0  1.0D+00  4.1D-01  2.727D+01  7.002D+01
   14   16     0     0  con    0  1.0D+00  7.6D-01  1.305D+01  3.620D+01
   15   17     0     0  con    0  1.0D+00  7.2D-01  1.233D+01  2.118D+01
   16   18     0     0  con    0  1.0D+00  2.4D-01  4.388D+00  1.777D+01
   17   19     0     0  con    0  1.0D+00  1.1D-01  3.472D+00  1.675D+01
   18   20     0     0  con    0  1.0D+00  2.1D-01  2.447D+00  1.539D+01
   19   22     0     0  con    1  5.5D-01  1.7D-01  2.740D+00  1.477D+01
   20   23     0     0  con    0  1.0D+00  2.5D-01  2.308D+00  1.393D+01
   21   24     0     0  con    0  1.0D+00  2.9D-01  2.103D+00  1.338D+01
   22   25     0     0  con    0  1.0D+00  1.3D-01  1.824D+00  1.305D+01
   23   26     0     0  con    0  1.0D+00  1.9D-01  1.833D+00  1.271D+01
   24   27     0     0  con    0  1.0D+00  2.6D-01  1.804D+00  1.226D+01
   25   28     0     0  con    0  1.0D+00  3.2D-01  1.659D+00  1.175D+01
   26   29     0     0  con    0  1.0D+00  7.5D-01  1.692D+00  1.116D+01
   27   30     0     0  con    0  1.0D+00  2.5D-01  1.736D+00  1.073D+01
   28   31     0     0  con    0  1.0D+00  2.0D-01  1.631D+00  1.047D+01
   29   32     0     0  con    0  1.0D+00  5.6D-01  1.288D+00  9.838D+00
   30   33     0     0  con    0  1.0D+00  1.0D+00  1.503D+00  8.987D+00
   31   34     0     0  con    0  1.0D+00  1.4D+00  4.047D+00  8.386D+00
   32   35     0     0  con    0  1.0D+00  2.6D-01  1.011D+00  7.575D+00
   33   36     0     0  con    0  1.0D+00  3.8D-01  8.201D-01  7.170D+00
   34   37     0     0  con    0  1.0D+00  8.2D-01  1.072D+00  6.656D+00
   35   39     0     0  con    1  5.0D-01  6.0D-01  1.474D+00  6.306D+00
   36   40     0     0  con    0  1.0D+00  3.3D-01  7.492D-01  5.930D+00
   37   41     0     0  con    0  1.0D+00  7.2D-01  7.800D-01  5.482D+00
   38   42     0     0  con    0  1.0D+00  8.2D-01  1.172D+00  5.084D+00
   39   43     0     0  con    0  1.0D+00  4.4D-01  5.666D-01  4.753D+00
   40   44     0     0  con    0  1.0D+00  2.9D-01  5.639D-01  4.563D+00
   41   45     0     0  con    0  1.        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
pro   44   48     0     0  con    0  1.0D+00  8.5D-02  1.988D-01  3.850D+00
   45   49     0     0  con    0  1.0D+00  2.3D-01  2.363D-01  3.786D+00
   46   50     0     0  con    0  1.0D+00  5.9D-01  4.900D-01  3.724D+00
   47   51     0     0  con    0  1.0D+00  7.2D-02  2.561D-01  3.670D+00
   48   52     0     0  con    0  1.0D+00  1.2D-01  1.663D-01  3.652D+00
   49   53     0     0  con    0  1.0D+00  6.8D-02  1.028D-01  3.630D+00
   50   54     0     0  con    0  1.0D+00  6.4D-02  2.060D-01  3.609D+00
   51   55     0     0  con    0  1.0D+00  7.9D-02  1.635D-01  3.594D+00
   52   56     0     0  con    0  1.0D+00  1.4D-01  8.704D-02  3.571D+00
   53   57     0     0  con    0  1.0D+00  1.5D-01  1.395D-01  3.567D+00
   54   58     0     0  con    0  1.0D+00  9.1D-02  3.103D-01  3.559D+00
   55   59     0     0  con    0  1.0D+00  3.7D-02  1.057D-01  3.553D+00
   56   60     0     0  con    0  1.0D+00  2.6D-02  6.551D-02  3.551D+00
   57   61     0     0  con    0  1.0D+00  5.2D-02  8.569D-02  3.548D+00
   58   62     0     0  con    0  1.0D+00  5.9D-02  8.335D-02  3.545D+00
   59   63     0     0  con    0  1.0D+00  2.9D-01  1.625D-01  3.544D+00
   60   64     0     0  con    0  1.0D+00  8.3D-02  6.926D-02  3.537D+00
   61   65     0     0  con    0  1.0D+00  1.7D-02  3.454D-02  3.536D+00
   62   66     0     0  con    0  1.0D+00  3.4D-02  3.409D-02  3.535D+00
   63   67     0     0  con    0  1.0D+00  6.7D-02  5.317D-02  3.533D+00
   64   68     0     0  con    0  1.0D+00  1.2D-01  6.190D-02  3.532D+00
   65   69     0     0  con    0  1.0D+00  4.2D-02  3.498D-02  3.530D+00
   66   70     0     0  con    0  1.0D+00  1.1D-02  2.041D-02  3.530D+00
   67   71     0     0  con    0  1.0D+00  2.6D-02  3.777D-02  3.529D+00
   68   73     0     0  con    1  2.6D-01  3.6D-02  2.046D-02  3.529D+00
   69   74     0     0  con    0  1.0D+00  8.4D-03  1.362D-02  3.529D+00
   70   75     0     0  con    0  1.0D+00  2.5D-02  6.460D-03  3.528D+00
   71   76     0     0  con    0  1.0D+00  2.4D-02  1.551D-02  3.528D+00
   72   77     0     0  con    0  1.0D+00  7.2D-03  1.488D-02  3.528D+00
   73   78     0     0  con    0  1.0D+00  2.6D-03  6.053D-03  3.528D+00
   74   79     0     0  con    0  1.0D+00  3.4D-03  2.915D-03  3.528D+00
   75   80     0     0  con    0  1.0D+00  4.0D-03  3.011D-03  3.528D+00
   76   81     0     0  con    0  1.0D+00  5.1D-03  2.941D-03  3.528D+00
   77   83     0     0  con    1  3.3D-01  2.6D-03  4.475D-03  3.528D+00
   78   84     0     0  con    0  1.0D+00  2.2D-03  1.868D-03  3.528D+00
   79   85     0     0  con    0  1.0D+00  1.3D-03  3.591D-03  3.528D+00
   80   86     0     0  con    0  1.0D+00  8.3D-04  1.303D-03  3.528D+00
   81   87     0     0  con    0  1.0D+00  4.3D-04  1.448D-03  3.528D+00
   82   88     0     0  con    0  1.0D+00  9.6D-04  9.674D-04  3.528D+00
   83   89     0     0  con    0  1.0D+00  1.5D-03  1.199D-03  3.528D+00
   84   90     0     0  con    0  1.0D+00  1.0D-03  2.493D-03  3.528D+00
   85   91     0     0  con    0  1.0D+00  3.9D-04  3.239D-04  3.528D+00
   86   92     0     0  con    0  1.0D+00  9.8D-05  3.019D-04  3.528D+00
   87   93     0     0  con    0  1.0D+00  1.6D-04  3.541D-04  3.528D+00
   88   94     0     0  con    0  1.0D+00  3.5D-04  2.740D-04  3.528D+00
   89   96     0     0  con    1  4.0D-01  2.4D-04  5.393D-04  3.528D+00
   90   97     0     0  con    0  1.0D+00  1.7D-04  1.257D-04  3.528D+00
   91   98     0     0  con    0  1.0D+00  8.0D-05  2.823D-04  3.528D+00
   92   99     0     0  con    0  1.0D+00  5.9D-05  1.137D-04  3.528D+00
   93  100     0     0  con    0  1.0D+00  3.9D-05  1.249D-04  3.528D+00
   94  101     0     0  con    0  1.0D+00  6.5D-05  9.453D-05  3.528D+00

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 1.125E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments   51   54     0     0  con    0  1.0D+00  3.8D-01  1.891D+00  5.317D+01
   52   55     0     0  con    0  1.0D+00  4.9D-01  1.631D+00  5.254D+01
   53   56             con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
p   39   42     0     0  con    0  1.0D+00  1.3D+00  8.217D-01  1.038D+01
   40   43     0     0  con    0  1.0D+00  3.1D-01  4.605D-01  9.843D+00
   41   44     0     0  con    0  1.0D+00  2.9D-01  4.071D-01  9.580D+00
   42   45     0     0  con    0  1.0D+00  4.0D-01  5.273D-01  9.359D+00
   43   46     0     0  con    0  1.0D+00  5.5D-01  6.601D-01  9.256D+00
   44   47     0     0  con    0  1.0D+00  1.1D-01  2.417D-01  9.116D+00
   45   48     0     0  con    0  1.0D+00  8.1D-02  1.962D-01  9.058D+00
   46   49     0     0  con    0  1.0D+00  1.8D-01  1.756D-01  8.960D+00
   47   50     0     0  con    0  1.0D+00  2.5D-01  2.000D-01  8.884D+00
   48   52     0     0  con    1  5.1D-01  9.5D-02  1.460D-01  8.851D+00
   49   53     0     0  con    0  1.0D+00  4.2D-02  1.141D-01  8.829D+00
   50   54     0     0  con    0  1.0D+00  6.7D-02  8.426D-02  8.806D+00
   51   55     0     0  con    0  1.0D+00  7.1D-02  7.480D-02  8.789D+00
   52   56     0     0  con    0  1.0D+00  7.9D-02  1.236D-01  8.784D+00
   53   57     0     0  con    0  1.0D+00  3.2D-02  6.676D-02  8.774D+00
   54   58     0     0  con    0  1.0D+00  9.0D-03  2.728D-02  8.772D+00
   55   59     0     0  con    0  1.0D+00  1.9D-02  3.261D-02  8.770D+00
   56   60     0     0  con    0  1.0D+00  2.1D-02  3.924D-02  8.769D+00
   57   62     0     0  con    1  4.3D-01  1.7D-02  3.520D-02  8.768D+00
   58   63     0     0  con    0  1.0D+00  1.8D-02  2.821D-02  8.767D+00
   59   64     0     0  con    0  1.0D+00  1.2D-02  2.132D-02  8.766D+00
   60   65     0     0  con    0  1.0D+00  2.8D-02  4.313D-02  8.766D+00
   61   66     0     0  con    0  1.0D+00  1.1D-02  1.743D-02  8.765D+00
   62   67     0     0  con    0  1.0D+00  3.9D-03  1.536D-02  8.765D+00
   63   68     0     0  con    0  1.0D+00  1.6D-02  1.940D-02  8.765D+00
   64   69     0     0  con    0  1.0D+00  2.5D-02  2.141D-02  8.765D+00
   65   70     0     0  con    0  1.0D+00  2.4D-03  1.626D-02  8.764D+00
   66   71     0     0  con    0  1.0D+00  8.4D-03  1.851D-02  8.764D+00
   67   72     0     0  con    0  1.0D+00  1.4D-02  1.784D-02  8.764D+00
   68   73     0     0  con    0  1.0D+00  2.5D-02  1.283D-02  8.764D+00
   69   75     0     0  con    1  4.3D-01  2.3D-02  1.931D-02  8.763D+00
   70   76     0     0  con    0  1.0D+00  1.8D-02  7.730D-03  8.763D+00
   71   77     0     0  con    0  1.0D+00  9.2D-03  8.301D-03  8.763D+00
   72   78     0     0  con    0  1.0D+00  1.1D-02  1.122D-02  8.763D+00
   73   79     0     0  con    0  1.0D+00  1.9D-02  1.334D-02  8.763D+00
   74   80     0     0  con    0  1.0D+00  4.6D-03  1.107D-02  8.763D+00
   75   81     0     0  con    0  1.0D+00  2.1D-03  4.639D-03  8.763D+00
   76   82     0     0  con    0  1.0D+00  5.2D-03  3.599D-03  8.763D+00
   77   83     0     0  con    0  1.0D+00  1.0D-02  1.518D-02  8.763D+00
   78   84     0     0  con    0  1.0D+00  1.6D-03  5.362D-03  8.763D+00
   79   85     0     0  con    0  1.0D+00  2.0D-03  1.883D-03  8.763D+00
   80   86     0     0  con    0  1.0D+00  1.8D-03  1.946D-03  8.763D+00
   81   87     0     0  con    0  1.0D+00  2.7D-03  4.863D-03  8.763D+00
   82   88     0     0  con    0  1.0D+00  6.7D-04  1.363D-03  8.763D+00
   83   89     0     0  con    0  1.0D+00  3.3D-04  1.003D-03  8.763D+00
   84   90     0     0  con    0  1.0D+00  5.0D-04  7.843D-04  8.763D+00
   85   91     0     0  con    0  1.0D+00  1.1D-03  1.215D-03  8.763D+00
   86   92     0     0  con    0  1.0D+00  6.9D-04  6.968D-04  8.763D+00
   87   93     0     0  con    0  1.0D+00  2.3D-04  3.605D-04  8.763D+00
   88   94     0     0  con    0  1.0D+00  3.4D-04  3.487D-04  8.763D+00
   89   95     0     0  con    0  1.0D+00  3.8D-04  4.765D-04  8.763D+00
   90   96     0     0  con    0  1.0D+00  5.7D-04  5.287D-04  8.763D+00stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           *    51   55     0     0  con    0  1.0D+00  9.8D-03  1.758D-02  3.992D+00
   52   56     0     0  con    0  1.0D+00  1.2D-02  1.630D-02  3.992D+00
   53   57     0     0  con    0  1.0D+00  3.1D-02  1.761D-02  3.991D+00
   96  103     0     0  con    0  1.0D+00  1.7D-04  1.908D-04  8.763D+00

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 1.146E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          875     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.738D+04  1.217D+04
    1    3     1     0  ---    1  4.6D-06  3.1D-01  1.328D+04  1.110D+04
    2    4     0     0  con    0  1.0D+00  1.0D-01  1.061D+04  8.259D+03
    3    5     0     0  con    0  1.0D+00  4.2D-01  3.061D+03  2.202D+03
    4    6     0     0  con    0  1.0D+00  1.7D-01  2.226D+03  1.593D+03
    5    7     0     0  con    0  1.0D+00  8.4D-02  1.668D+03  1.266D+03
    6    8     0     0  con    0  1.0D+00  2.7D-01  7.099D+02  7.734D+02
    7    9     0     0  con    0  1.0D+00  1.9D-01  3.656D+02  6.047D+02
    8   10     0     0  con    0  1.0D+00  2.5D-01  1.678D+02  4.867D+02
    9   11     0     0  con    0  1.0D+00  3.8D-01  1.388D+02  3.694D+02
   10   12     0     0  con    0  1.0D+00  2.9D-01  8.003D+01  3.114D+02
   11   13     0     0  con    0  1.0D+00  3.7D-01  3.029D+01  2.634D+02
   12   14     0     0  con    0  1.0D+00  4.3D-01  1.893D+01  2.288D+02
   13   15     0     0  con    0  1.0D+00  5.7D-01  1.726D+01  1.896D+02
   14   17     0     0  con    1  5.2D-01  6.4D-01  7.626D+01  1.665D+02
   15   18     0     0  con    0  1.0D+00  8.1D-01  6.290D+01  1.458D+02
   16   19     0     0  con    0  1.0D+00  9.1D-02  1.823D+01  1.370D+02
   17   20     0     0  con    0  1.0D+00  6.8D-02  1.631D+01  1.335D+02
   18   21     0     0  con    0  1.0D+00  1.0D-01  2.695D+01  1.293D+02
   19   22     0     0  con    0  1.0D+00  2.1D-01  3.046D+01  1.221D+02
   20   23     0     0  con    0  1.0D+00  3.2D-01  1.387D+01  1.087D+02
   21   24     0     0  con    0  1.0D+00  3.1D-01  1.321D+01  9.907D+01
   22   25     0     0  con    0  1.0D+00  3.8D-01  1.358D+01  8.922D+01
   23   26     0     0  con    0  1.0D+00  4.4D-01  1.516D+01  7.914D+01
   24   28     0     0  con    1  2.7D-01  5.6D-01  1.496D+01  7.414D+01
   25   29     0     0  con    0  1.0D+00  4.2D-01  4.552D+01  6.837D+01
   26   30     0     0  con    0  1.0D+00  1.3D-01  9.072D+00  6.248D+01
   27   31     0     0  con    0  1.0D+00  8.6D-02  8.167D+00  6.117D+01
   28   32     0     0  con    0  1.0D+00  1.3D-01  7.572D+00  5.880D+01
   29   34     0     0  con    1  2.8D-01  1.8D-01  1.098D+01  5.721D+01
   30   35     0     0  con    0  1.0D+00  1.2D-01  6.463D+00  5.554D+01
   31   36     0     0  con    0  1.0D+00  1.7D-01  5.687D+00  5.378D+01
   32   37     0     0  con    0  1.0D+00  2.3D-01  5.951D+00  5.127D+01
   33   38     0     0  con    0  1.0D+00  4.6D-01  4.332D+00  4.631D+01
   34   39     0     0  con    0  1.0D+00  5.3D-01  7.708D+00  4.452D+01
   35   40     0     0  con    0  1.0D+00  3.4D-01  8.999D+00  4.331D+01
   36   41     0     0  con    0  1.0D+00  1.4D-01  4.118D+00  4.185D+01
   37   43     0     0  con    1  2.3D-01  2.1D-02  3.301D+00  4.174D+01
   38   44     0     0  con    0  1.0D+00  4.0D-02  3.009D+00  4.150D+01
   39   45     0     0  con    0  1.0D+00  1.1D-01  2.745D+00  4.080D+01
   40   46     0     0    53   57     0     0  con    0  1.0D+00  4.4D-02  3.442D-02  4.705D+00
   54   58     0     0  con    0  1.0D+00  3.9D-02   10   12     0     0  con    0  1.0D+00  1.9D-01  3.442D+01  2.937D+02
   11   13     0     0  con    0  1.0D+00  1.6D-01  2.180D+01  2.818D+02
   12   14     0     0  con    0  1.0D+00  1.6D-01  1.847D+01  2.685D+02
   45   51     0     0  con    0  1.0D+00  1.8D-01  2.654D+00  3.845D+01
   46   52     0     0  con    0  1.0D+00  2.2D-01  3.159D+00  3.774D+01
   47   54     0     0  con    1  4.3D-01  2.5D-01  2.885D+00  3.721D+01
   48   56     0     0  con    1  1.3D-01  4.9D-02  4.139D+00  3.710D+01
   49   57     0     0  con    0  1.0D+00  1.3D-01  2.787D+00  3.666D+01
   50   58     0     0  con    0  1.0D+00  2.0D-01  2.693D+00  3.617D+01
   51   59     0     0  con    0  1.0D+00  8.8D-02  2.687D+00  3.587D+01
   52   60     0     0  con    0  1.0D+00  1.6D-01  3.168D+00  3.550D+01
   53   61     0     0  con    0  1.0D+00  1.4D-01  2.584D+00  3.531D+01
   54   62     0     0  con    0  1.0D+00  3.4D-02  2.654D+00  3.519D+01
   55   63     0     0  con    0  1.0D+00  4.1D-02  2.980D+00  3.509D+01
   56   64     0     0  con    0  1.0D+00  6.7D-02  3.280D+00  3.491D+01
   57   65     0     0  con    0  1.0D+00  1.8D-01  3.455D+00  3.450D+01
   58   66     0     0  con    0  1.0D+00  2.9D-01  3.556D+00  3.393D+01
   59   67     0     0  con    0  1.0D+00  2.8D-01  5.549D+00  3.361D+01
   60   68     0     0  con    0  1.0D+00  2.3D-01  5.631D+00  3.355D+01
   61   69     0     0  con    0  1.0D+00  1.3D-01  2.345D+00  3.319D+01
   62   70     0     0  con    0  1.0D+00  2.6D-02  2.367D+00  3.312D+01
   63   71     0     0  con    0  1.0D+00  1.1D-01  2.213D+00  3.280D+01
   64   73     0     0  con    1  1.8D-01  1.5D-01  2.928D+00  3.263D+01
   65   74     0     0  con    0  1.0D+00  1.4D-01  2.843D+00  3.238D+01
   66   75     0     0  con    0  1.0D+00  1.7D-01  2.872D+00  3.211D+01
   67   76     0     0  con    0  1.0D+00  2.3D-01  2.685D+00  3.178D+01
   68   77     0     0  con    0  1.0D+00  2.4D-01  2.625D+00  3.145D+01
   69   78     0     0  con    0  1.0D+00  4.3D-01  2.646D+00  3.096D+01
   70   80     0     0  con    1  3.8D-01  2.8D-01  2.781D+00  3.073D+01
   71   81     0     0  con    0  1.0D+00  7.6D-02  2.353D+00  3.051D+01
   72   82     0     0  con    0  1.0D+00  9.0D-02  1.756D+00  3.031D+01
   73   83     0     0  con    0  1.0D+00  8.6D-02  1.730D+00  3.010D+01
   74   84     0     0  con    0  1.0D+00  4.2D-01  3.791D+00  2.988D+01
   75   85     0     0  con    0  1.0D+00  8.9D-02  1.828D+00  2.964D+01
   76   86     0     0  con    0  1.0D+00  1.0D-01  1.845D+00  2.944D+01
   77   87     0     0  con    0  1.0D+00  2.0D-01  1.725D+00  2.912D+01
   78   88     0     0  con    0  1.0D+00  5.0D-01  7.372D+00  2.886D+01
   79   89     0     0  con    0  1.0D+00  8.7D-02  2.730D+00  2.843D+01
   80   90     0     0  con    0  1.0D+00  8.9D-02  1.052D+00  2.823D+01
   81   91     0     0  con    0  1.0D+00  9.0D-02  1.817D+00  2.808D+01
   82   92     0     0  con    0  1.0D+00  5.5D-02  1.591D+00  2.798D+01
   83   94     0     0  con    1  3.1D-01  1.2D-01  2.912D+00  2.786D+01
   84   95     0     0  con    0  1.0D+00  1.6D-01  1.478D+00  2.763D+01
   85   96     0     0  con    0  1.0D+00  3.1D-01  1.844D+00  2.736D+01
   86   97     0     0  con    0  1.0D+00  2.3D-01  1.935D+00  2.721D+01
   87   98     0     0  con    0  1.0D+00  3.2D-01  3.702D+00  2.691D+01
   88   99     0     0  con    0  1.0D+00  6.7D-01  1.876D+00  2.647D+01
   89  100     0     0  con    0  1.0D+00  8.3D-02  1.175D+00  2.621D+01
   90  101     0     0  con    0  1.0D+00  1.4D-01  2.251D+00  2.596D+01
   91  102     0     0  con    0  1.0D+00  1.0D-01  1.205D+00  2.587D+01
   92  103     0     0  con    0  1.0D+00  8.5D-02  1.314D+00  2.579D+01
   93  104     0     0  con    0  1.0D+00  2.2D-01  9.348D-01  2.549D+01
   94  105     0     0  con    0  1.0D+00  3.4D-01  1.049D+00  2.522D+01
   95  107     0     0  con    1  4.7D-01  1.3D-01  2.026D+00  2.505D+01
   96  108     0     0  con    0  1.0D+00  2.4D-01  1.293D+00  2.483D+0    8   11     0     0  con    0  1.0D+00  1.5D-01  9.165D+01  7.975D+02
    9   12     0     0  con    0  1.0D+00  2.1D-01  7.042D+01  7.162D+02
     67   72     0     0  con    0  1.0D+00  5.7D-02  1.324D-01  2.488D+01
   68   73     0     0  con    0  1.0D+00  5.6D-02  1.152D-01  2.488D+01
   69   74     0     0  con    0  1.0D+00  1.7D-02  6.197D-02 
 Total User time 1.246E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          875     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.758D+04  1.217D+04
    1    3     1     0  ---    1  4.6D-06  3.2D-01  1.362D+04  1.035D+04
    2    4     0     0  con    0  1.0D+00  1.1D-01  1.084D+04  7.495D+03
    3    5     0     0  con    0  1.0D+00  4.2D-01  3.244D+03  1.923D+03
    4    6     0     0  con    0  1.0D+00  1.6D-01  1.923D+03  1.153D+03
    5    7     0     0  con    0  1.0D+00  2.2D-01  9.836D+02  6.178D+02
    6    8     0     0  con    0  1.0D+00  2.0D-01  5.799D+02  3.859D+02
    7    9     0     0  con    0  1.0D+00  1.4D-01  4.257D+02  2.999D+02
    8   10     0     0  con    0  1.0D+00  2.8D-01  1.908D+02  1.655D+02
    9   11     0     0  con    0  1.0D+00  1.9D-01  1.152D+02  1.215D+02
   10   12     0     0  con    0  1.0D+00  2.6D-01  5.319D+01  8.291D+01
   11   13     0     0  con    0  1.0D+00  2.2D-01  2.714D+01  6.800D+01
   12   14     0     0  con    0  1.0D+00  2.5D-01  1.124D+01  5.579D+01
   13   15     0     0  con    0  1.0D+00  3.7D-01  8.412D+00  4.311D+01
   14   17     0     0  con    1  4.9D-01  5.0D-01  8.788D+00  2.650D+01
   15   18     0     0  con    0  1.0D+00  7.5D-01  4.142D+00  1.479D+01
   16   19     0     0  con    0  1.0D+00  4.5D-01  3.463D+00  1.233D+01
   17   20     0     0  con    0  1.0D+00  8.8D-02  2.563D+00  1.161D+01
   18   21     0     0  con    0  1.0D+00  1.5D-01  1.725D+00  1.101D+01
   19   22     0     0  con    0  1.0D+00  1.2D-01  1.478D+00  1.065D+01
   20   23     0     0  con    0  1.0D+00  3.8D-01  1.379D+00  9.853D+00
   21   25     0     0  con    1  4.1D-01  1.4D-01  1.402D+00  9.683D+00
   22   26     0     0  con    0  1.0D+00  1.6D-01  1.360D+00  9.391D+00
   23   27     0     0  con    0  1.0D+00  5.2D-01  1.552D+00  8.768D+00
   24   28     0     0  con    0  1.0D+00  4.8D-01  1.554D+00  8.299D+00
